Dataset Index,Dataset,Dataset Version,Model,Feature Engineering Description,Hyperparameter Description,Avg f1_macro,Std dev between folds,Train-Test Gap,# Columns,Model Complexity,Fit Time
47,fri_c2_500_10,2,kNN,Original Features,n_neighbors=10,0.7470947781990859,0.04417659931651756,0.03609357620601028,10,0,0.002991771697998047
47,fri_c2_500_10,2,ikNN,Original Features,default,0.8280493046231326,0.031601447947904426,0.05670366552826578,10,0,1.2107608795166016
48,fri_c1_500_5,2,kNN,Original Features,n_neighbors=5,0.8447051870158668,0.040674581974947034,0.05325809781544977,5,0,0.0019945144653320313
48,fri_c1_500_5,2,kNN,Original Features,n_neighbors=10,0.836127068554382,0.03542724482817346,0.04678955263623441,5,0,0.003391122817993164
48,fri_c1_500_5,2,ikNN,Original Features,default,0.8666438458293522,0.018954848967960694,0.0181542906024873,5,0,0.27267069816589357
49,pollen,2,kNN,Original Features,n_neighbors=5,0.5102112608759487,0.009831996490809748,0.17611818686029435,5,0,0.00658259391784668
49,pollen,2,kNN,Original Features,n_neighbors=10,0.4979656382862171,0.018208826391945952,0.11332165600950861,5,0,0.006183481216430664
49,pollen,2,ikNN,Original Features,default,0.47749232194655694,0.014943876731121547,0.2266230410313344,5,0,1.2819702625274658
50,fri_c2_500_25,2,kNN,Original Features,n_neighbors=5,0.6446913227360622,0.05380679398852949,0.11121247671698142,25,0,0.002194499969482422
50,fri_c2_500_25,2,kNN,Original Features,n_neighbors=10,0.5723805975220432,0.025288379838110046,0.08926919742278716,25,0,0.001994800567626953
50,fri_c2_500_25,2,ikNN,Original Features,default,0.8287241747930658,0.058576355316451424,0.03536199273273133,25,0,1.3996553897857666
51,fri_c0_500_5,2,kNN,Original Features,n_neighbors=5,0.8337400185066703,0.016661481216305802,0.07324566616898809,5,0,0.0029919624328613283
51,fri_c0_500_5,2,kNN,Original Features,n_neighbors=10,0.8348084618172562,0.03300410203692343,0.05845542446880392,5,0,0.002595043182373047
51,fri_c0_500_5,2,ikNN,Original Features,default,0.8014858339291651,0.02873484514044194,0.0644864495544255,5,0,0.264691686630249
52,no2,2,kNN,Original Features,n_neighbors=5,0.5830428418276303,0.07130413826344859,0.14671067277929073,7,0,0.00299224853515625
52,no2,2,kNN,Original Features,n_neighbors=10,0.5891212615659729,0.04926212806000591,0.07319102609730122,7,0,0.002592802047729492
52,no2,2,ikNN,Original Features,default,0.5758036808867866,0.03128131581943473,0.1551266494724789,7,0,0.5577080726623536
53,fri_c0_500_50,2,kNN,Original Features,n_neighbors=5,0.7051365274122517,0.05133010236453895,0.11461331679664322,50,0,0.0027927398681640626
53,fri_c0_500_50,2,kNN,Original Features,n_neighbors=10,0.7229482330447842,0.03490885028750296,0.08242095299742158,50,0,0.0021938800811767576
53,fri_c0_500_50,2,ikNN,Original Features,default,0.7673793853125155,0.03997562962523535,0.07196106286345139,50,0,2.0519104480743406
54,fri_c3_500_25,2,kNN,Original Features,n_neighbors=5,0.6673485562439181,0.02202342688820114,0.11989414248553043,25,0,0.0019947052001953124
54,fri_c3_500_25,2,kNN,Original Features,n_neighbors=10,0.6431932381793456,0.02805782345640137,0.08714303228483355,25,0,0.0019945621490478514
54,fri_c3_500_25,2,ikNN,Original Features,default,0.8312579578323748,0.016641955742737257,0.05857071305012762,25,0,1.3920761585235595
55,fri_c2_1000_25,2,kNN,Original Features,n_neighbors=5,0.7011000265627088,0.020364278158564918,0.10167993843618306,25,0,0.0025930404663085938
55,fri_c2_1000_25,2,kNN,Original Features,n_neighbors=10,0.6920272599169058,0.03534449602842473,0.06709360931305497,25,0,0.0021943569183349608
55,fri_c2_1000_25,2,ikNN,Original Features,default,0.8506822100923761,0.028239696845355818,0.05199794478069897,25,0,2.1787713527679444
56,fri_c0_1000_50,2,kNN,Original Features,n_neighbors=5,0.6675645366767149,0.044315143811416956,0.14509388048338578,50,0,0.004388141632080078
56,fri_c0_1000_50,2,kNN,Original Features,n_neighbors=10,0.7010699272151183,0.042425818959389086,0.08138578685984976,50,0,0.0025932788848876953
56,fri_c0_1000_50,2,ikNN,Original Features,default,0.8047118252352968,0.035317796550732486,0.08346674510364716,50,0,3.3925238609313966
57,fri_c1_1000_10,2,kNN,Original Features,n_neighbors=5,0.764996952481442,0.02527638205685658,0.08477192901849073,10,0,0.003590106964111328
57,fri_c1_1000_10,2,kNN,Original Features,n_neighbors=10,0.7521984835033966,0.01971563550248865,0.059361735510561564,10,0,0.0035907268524169923
57,fri_c1_1000_10,2,ikNN,Original Features,default,0.8722015867993281,0.023193289399371455,0.029838067970283433,10,0,1.8983211994171143
58,fri_c2_1000_5,2,kNN,Original Features,n_neighbors=5,0.899619833296167,0.016657666415085422,0.04440912201111302,5,0,0.0027925968170166016
58,fri_c2_1000_5,2,kNN,Original Features,n_neighbors=10,0.9057770015648352,0.0048579004549466984,0.0262017365651942,5,0,0.002393817901611328
58,fri_c2_1000_5,2,ikNN,Original Features,default,0.8768367863570325,0.023328933526374017,0.041130774247460034,5,0,0.42665863037109375
59,fri_c2_1000_10,2,kNN,Original Features,n_neighbors=5,0.7845090807202666,0.03818542663876797,0.08470606587612317,10,0,0.003191423416137695
59,fri_c2_1000_10,2,kNN,Original Features,n_neighbors=10,0.7843856221928754,0.028250552515440164,0.04609869003618228,10,0,0.0031913280487060546
59,fri_c2_1000_10,2,ikNN,Original Features,default,0.8329913672809346,0.04946914948964763,0.053501567521375915,10,0,1.927044677734375
60,fri_c1_1000_25,2,kNN,Original Features,n_neighbors=5,0.6179346371948008,0.01757437603563101,0.148450828987423,25,0,0.0029920101165771484
60,fri_c1_1000_25,2,kNN,Original Features,n_neighbors=10,0.6316090338113698,0.027428402780621287,0.06685519670653461,25,0,0.0021940231323242187
60,fri_c1_1000_25,2,ikNN,Original Features,default,0.8506313223768235,0.02333211626474423,0.04298415003984568,25,0,2.2236512660980225
61,fri_c2_500_50,2,kNN,Original Features,n_neighbors=5,0.631311327084916,0.031615469889724995,0.12737798979297432,50,0,0.0021942138671875
61,fri_c2_500_50,2,kNN,Original Features,n_neighbors=10,0.6215490723265549,0.051136556215130274,0.08925582126335752,50,0,0.002193784713745117
61,fri_c2_500_50,2,ikNN,Original Features,default,0.883551343020415,0.043304012236049974,0.021807777734602518,50,0,2.1115508556365965
62,fri_c0_500_25,2,kNN,Original Features,n_neighbors=5,0.6556036845847443,0.04700490099810761,0.14652246829882742,25,0,0.001994609832763672
62,fri_c0_500_25,2,kNN,Original Features,n_neighbors=10,0.67539868202697,0.052224983182884814,0.0936887737490909,25,0,0.001994895935058594
62,fri_c0_500_25,2,ikNN,Original Features,default,0.7530857916008558,0.01502389638734251,0.10916870939091416,25,0,1.4247882843017579
63,colleges_usnews,2,kNN,Original Features,n_neighbors=5,0.6844927423237638,0.028050784639259772,0.10835652813829955,32,0,0.002991914749145508
63,colleges_usnews,2,kNN,Original Features,n_neighbors=10,0.691359474551355,0.031723539722381275,0.0628934865383931,32,0,0.0029921531677246094
63,colleges_usnews,2,ikNN,Original Features,default,0.6707368162198285,0.027607103663868718,0.10374172604974652,32,0,3.302963399887085
64,disclosure_z,2,kNN,Original Features,n_neighbors=5,0.48748118666746887,0.06054740101296482,0.19707870385853232,3,0,0.0023937225341796875
64,disclosure_z,2,kNN,Original Features,n_neighbors=10,0.47544957996363857,0.03833997000079159,0.14546143353283003,3,0,0.0025931358337402343
64,disclosure_z,2,ikNN,Original Features,default,0.48968976989589963,0.08596915190983902,0.19393390030117652,3,0,0.0967414379119873
65,fri_c3_500_10,2,kNN,Original Features,n_neighbors=5,0.7272354500909491,0.042219633083104405,0.10640452730271144,10,0,0.0025928974151611327
